İlan Oluşturma Tarihi,Net Metrekare,Ilce,Error,Fiyat Durumu,Kategorisi,Binanın Yaşı,Tipi,Tapu Durumu,Türü,Slug,Takas,url,Banyo Sayısı,__source_file,İlan Numarası,Isıtma Tipi,Baslik,Kullanım Durumu,Binanın Kat Sayısı,Fiyat,İlan Güncelleme Tarihi,Oda Sayısı,Site İçerisinde,Bulunduğu Kat,ParseStatus,Lokasyon,Krediye Uygunluk,Brüt Metrekare,Il,Ilce_sayfa,Mahalle,Yakin_Ulasim_Min_m,Yakin_Egitim_Min_m,Yakin_Market_Min_m,Yakininda_JSON,Ilan_Ozellikleri,Ilan_Ozellik_Sayisi,Bolge_1Y_Deger_Degisimi,Demo_Toplam_Nufus,Demo_Egitim_Durumu,Demo_Ortalama_Yas,Demo_Medeni_Hal,Demo_Sosyo_Ekonomik_Statu,Demo_Hane_Halki_Geliri,Demo_Hane_Halki_Geliri_TL
,50 m²,Gölbaşı,,Genel Fiyat,Satılık,3,Daire,Kat Mülkiyeti,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/orencik-kyk-yurdu-yakini-esyali-satilik-11-daire-18988636,1,ankara_10-15_ilce_12sayfa.csv,18988636.0,Merkezi (Pay Ölçer),Örencik Kyk Yurdu Yakını Eşyalı Satılık 1+1 Daire,Boş,3.0,4.050.000 TL,10 Şubat 2026,1+1,Hayır,2.Kat,OK,Ankara - Gölbaşı - Örencik Mahallesi,Krediye Uygun,55 m²,Ankara,Gölbaşı,Örencik Mahallesi,154.0,154.0,154.0,"{""Ulaşım"":[{""name"":""11364 Nolu Otobüs Durağı"",""distance_m"":154},{""name"":""11365 Nolu Otobüs Durağı"",""distance_m"":182},{""name"":""10399 Nolu Otobüs Durağı"",""distance_m"":312},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji Fen Lisesi"",""distance_m"":429},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji"",""distance_m"":432},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji Anaokulu"",""distance_m"":437},{""name"":""Bim - Örencik Şubesi"",""distance_m"":401},{""name"":""Tarım Kredi Kooperatif Market - Gölbaşı Örencik Şubesi"",""distance_m"":451}],""Eğitim Kurumları"":[{""name"":""11364 Nolu Otobüs Durağı"",""distance_m"":154},{""name"":""11365 Nolu Otobüs Durağı"",""distance_m"":182},{""name"":""10399 Nolu Otobüs Durağı"",""distance_m"":312},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji Fen Lisesi"",""distance_m"":429},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji"",""distance_m"":432},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji Anaokulu"",""distance_m"":437},{""name"":""Bim - Örencik Şubesi"",""distance_m"":401},{""name"":""Tarım Kredi Kooperatif Market - Gölbaşı Örencik Şubesi"",""distance_m"":451}],""Marketler"":[{""name"":""11364 Nolu Otobüs Durağı"",""distance_m"":154},{""name"":""11365 Nolu Otobüs Durağı"",""distance_m"":182},{""name"":""10399 Nolu Otobüs Durağı"",""distance_m"":312},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji Fen Lisesi"",""distance_m"":429},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji"",""distance_m"":432},{""name"":""Özel Ankara Darüşşifa Eğitim Kurumları Koleji Anaokulu"",""distance_m"":437},{""name"":""Bim - Örencik Şubesi"",""distance_m"":401},{""name"":""Tarım Kredi Kooperatif Market - Gölbaşı Örencik Şubesi"",""distance_m"":451}]}",,,50.0,2.959 - Az yoğun,%59 Lise,24,%59 Bekar,C,75.010 TL,75010.0
,100 m²,Gölbaşı,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat İrtifakı,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/golbasi-safak-mahallesinde-merkezi-konumda-giris-kat-31-daire-18988160,1,ankara_10-15_ilce_12sayfa.csv,18988160.0,Kombi Doğalgaz,Gölbaşı Şafak Mahallesinde Merkezi Konumda Giriş Kat 3+1 Daire,Kiracı Oturuyor,4.0,3.750.000 TL,10 Şubat 2026,3+1,Hayır,Düz Giriş (Zemin),OK,Ankara - Gölbaşı - Şafak Mahallesi,Krediye Uygun,110 m²,Ankara,Gölbaşı,Şafak Mahallesi,84.0,84.0,84.0,"{""Ulaşım"":[{""name"":""11294 Nolu Otobüs Durağı"",""distance_m"":122},{""name"":""11299 Nolu Otobüs Durağı"",""distance_m"":132},{""name"":""11299 Nolu Otobüs Durağı"",""distance_m"":194},{""name"":""Ahmet Alper Dinçer Anadolu Lisesi"",""distance_m"":281},{""name"":""TEK Ortaokulu"",""distance_m"":361},{""name"":""TEK İlkokulu"",""distance_m"":365},{""name"":""Drm Kent Gross Market"",""distance_m"":84},{""name"":""Bim"",""distance_m"":160}],""Eğitim Kurumları"":[{""name"":""11294 Nolu Otobüs Durağı"",""distance_m"":122},{""name"":""11299 Nolu Otobüs Durağı"",""distance_m"":132},{""name"":""11299 Nolu Otobüs Durağı"",""distance_m"":194},{""name"":""Ahmet Alper Dinçer Anadolu Lisesi"",""distance_m"":281},{""name"":""TEK Ortaokulu"",""distance_m"":361},{""name"":""TEK İlkokulu"",""distance_m"":365},{""name"":""Drm Kent Gross Market"",""distance_m"":84},{""name"":""Bim"",""distance_m"":160}],""Marketler"":[{""name"":""11294 Nolu Otobüs Durağı"",""distance_m"":122},{""name"":""11299 Nolu Otobüs Durağı"",""distance_m"":132},{""name"":""11299 Nolu Otobüs Durağı"",""distance_m"":194},{""name"":""Ahmet Alper Dinçer Anadolu Lisesi"",""distance_m"":281},{""name"":""TEK Ortaokulu"",""distance_m"":361},{""name"":""TEK İlkokulu"",""distance_m"":365},{""name"":""Drm Kent Gross Market"",""distance_m"":84},{""name"":""Bim"",""distance_m"":160}]}",Alışveriş Merkezi|Dolmuş,2.0,40.0,10.664 - Normal,%25 Lise,32,%48 Evli,C,74.262 TL,74262.0
,100 m²,Gölbaşı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat İrtifakı,Konut,golbasi,Var,https://www.emlakjet.com/ilan/golbasi-devlet-hastanesi-yakini-sifir-31-merkezi-konum-satilik-18987845,2,ankara_10-15_ilce_12sayfa.csv,18987845.0,Kombi Doğalgaz,Gölbaşı Devlet Hastanesi Yakını Sıfır 3+1 Merkezi Konum Satılık,Boş,4.0,6.600.000 TL,10 Şubat 2026,3+1,Hayır,4.Kat,OK,Ankara - Gölbaşı - Seğmenler Mahallesi,Krediye Uygun,115 m²,Ankara,Gölbaşı,Seğmenler Mahallesi,168.0,168.0,168.0,"{""Ulaşım"":[{""name"":""11392 Nolu Otobüs Durağı"",""distance_m"":244},{""name"":""11391 Nolu Otobüs Durağı"",""distance_m"":256},{""name"":""12708 Nolu Otobüs Durağı"",""distance_m"":317},{""name"":""Özel Gölbaşı Bahar Gündüz Bakımevi"",""distance_m"":232},{""name"":""Özel Gölbaşı Aydede Gündüz Bakımevi (ASPB)"",""distance_m"":251},{""name"":""Özel Ankara Çocuk Dünyası Gündüz Bakımevi 2"",""distance_m"":255},{""name"":""Bim - Beyşehir Şube"",""distance_m"":168},{""name"":""Migros"",""distance_m"":185}],""Eğitim Kurumları"":[{""name"":""11392 Nolu Otobüs Durağı"",""distance_m"":244},{""name"":""11391 Nolu Otobüs Durağı"",""distance_m"":256},{""name"":""12708 Nolu Otobüs Durağı"",""distance_m"":317},{""name"":""Özel Gölbaşı Bahar Gündüz Bakımevi"",""distance_m"":232},{""name"":""Özel Gölbaşı Aydede Gündüz Bakımevi (ASPB)"",""distance_m"":251},{""name"":""Özel Ankara Çocuk Dünyası Gündüz Bakımevi 2"",""distance_m"":255},{""name"":""Bim - Beyşehir Şube"",""distance_m"":168},{""name"":""Migros"",""distance_m"":185}],""Marketler"":[{""name"":""11392 Nolu Otobüs Durağı"",""distance_m"":244},{""name"":""11391 Nolu Otobüs Durağı"",""distance_m"":256},{""name"":""12708 Nolu Otobüs Durağı"",""distance_m"":317},{""name"":""Özel Gölbaşı Bahar Gündüz Bakımevi"",""distance_m"":232},{""name"":""Özel Gölbaşı Aydede Gündüz Bakımevi (ASPB)"",""distance_m"":251},{""name"":""Özel Ankara Çocuk Dünyası Gündüz Bakımevi 2"",""distance_m"":255},{""name"":""Bim - Beyşehir Şube"",""distance_m"":168},{""name"":""Migros"",""distance_m"":185}]}",ADSL|Hilton Banyo|Gömme Dolap|Çelik Kapı|Vestiyer|Apartman Görevlisi|Jeneratör|Kamera Sistemi|Isıcam|Yangın Merdiveni|Alışveriş Merkezi|Dolmuş|Minibüs,13.0,44.0,22.714 - Çok yoğun,%23 Lise,32,%50 Evli,C,87.199 TL,87199.0
,85 m²,Gölbaşı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/ankara-golbasi-toki-konutlarin-icinde-satilik-daireler-18987242,1,ankara_10-15_ilce_12sayfa.csv,18987242.0,Kombi Doğalgaz,Ankara Gölbaşı Toki Konutların Içınde Satılık Daireler,Boş,5.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Gölbaşı Satılık Daire>Eymir Mahallesi Satılık Daire>ANKARA GÖLBAŞI TOKİ KONUTLARIN IÇINDE SATILIK DAİRELER,10 Şubat 2026,2+1,Hayır,2.Kat,OK,Ankara - Gölbaşı - Eymir Mahallesi,Krediye Uygun,92 m²,Ankara,Gölbaşı,Eymir Mahallesi,323.0,323.0,323.0,"{""Ulaşım"":[{""name"":""13165 Nolu Otobüs Durağı"",""distance_m"":711},{""name"":""13165 Nolu Otobüs Durağı"",""distance_m"":740},{""name"":""11401 Nolu Otobüs Durağı"",""distance_m"":768},{""name"":""Bir Leblebi Şekeri Kreş Ve Gündüz Bakımevi"",""distance_m"":560},{""name"":""Özel Çizgi Çocuk Kulübü"",""distance_m"":627},{""name"":""Çizgi Ortaokulu"",""distance_m"":628},{""name"":""Örencik Pazar Yeri"",""distance_m"":323},{""name"":""Bim - Nilüfer Köse Şubesi"",""distance_m"":780}],""Eğitim Kurumları"":[{""name"":""13165 Nolu Otobüs Durağı"",""distance_m"":711},{""name"":""13165 Nolu Otobüs Durağı"",""distance_m"":740},{""name"":""11401 Nolu Otobüs Durağı"",""distance_m"":768},{""name"":""Bir Leblebi Şekeri Kreş Ve Gündüz Bakımevi"",""distance_m"":560},{""name"":""Özel Çizgi Çocuk Kulübü"",""distance_m"":627},{""name"":""Çizgi Ortaokulu"",""distance_m"":628},{""name"":""Örencik Pazar Yeri"",""distance_m"":323},{""name"":""Bim - Nilüfer Köse Şubesi"",""distance_m"":780}],""Marketler"":[{""name"":""13165 Nolu Otobüs Durağı"",""distance_m"":711},{""name"":""13165 Nolu Otobüs Durağı"",""distance_m"":740},{""name"":""11401 Nolu Otobüs Durağı"",""distance_m"":768},{""name"":""Bir Leblebi Şekeri Kreş Ve Gündüz Bakımevi"",""distance_m"":560},{""name"":""Özel Çizgi Çocuk Kulübü"",""distance_m"":627},{""name"":""Çizgi Ortaokulu"",""distance_m"":628},{""name"":""Örencik Pazar Yeri"",""distance_m"":323},{""name"":""Bim - Nilüfer Köse Şubesi"",""distance_m"":780}]}",ADSL|Wi-Fi|Akıllı Ev|Yüz Tanıma & Parmak İzi|Alaturka Tuvalet|Seramik Zemin|Çelik Kapı|Apartman Görevlisi|Alüminyum Doğrama|Isıcam|Yangın Merdiveni|Su Deposu|Ses Yalıtımı|Alışveriş Merkezi|Anayol|Dolmuş,16.0,48.0,24.369 - Çok yoğun,%40 Üniversite ve Üstü,31,%48 Evli,A,,
,130 m²,Gölbaşı,,Genel Fiyat,Satılık,5-10,Daire,Kat Mülkiyeti,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/karsiyaka-da-gol-manzarali-31-satilik-daire-18986303,2,ankara_10-15_ilce_12sayfa.csv,18986303.0,Merkezi (Pay Ölçer),Karşıyaka'da Göl Manzaralı 3+1 Satılık Daire,Boş,7.0,8.990.000 TL,10 Şubat 2026,3+1,Hayır,6.Kat,OK,Ankara - Gölbaşı - Karşıyaka Mahallesi,Krediye Uygun,160 m²,Ankara,Gölbaşı,Karşıyaka Mahallesi,83.0,83.0,83.0,"{""Ulaşım"":[{""name"":""11270 Nolu Otobüs Durağı"",""distance_m"":83},{""name"":""11273 Nolu Otobüs Durağı"",""distance_m"":102},{""name"":""12866 Nolu Otobüs Durağı"",""distance_m"":132},{""name"":""100. Yıl Cumhuriyet Anaokulu"",""distance_m"":519},{""name"":""Gölbaşı Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":529},{""name"":""Necip Fazıl Kısakürek Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":639},{""name"":""MMM Migros"",""distance_m"":95},{""name"":""Çağdaş - Gölbaşı 1 Şubesi"",""distance_m"":292}],""Eğitim Kurumları"":[{""name"":""11270 Nolu Otobüs Durağı"",""distance_m"":83},{""name"":""11273 Nolu Otobüs Durağı"",""distance_m"":102},{""name"":""12866 Nolu Otobüs Durağı"",""distance_m"":132},{""name"":""100. Yıl Cumhuriyet Anaokulu"",""distance_m"":519},{""name"":""Gölbaşı Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":529},{""name"":""Necip Fazıl Kısakürek Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":639},{""name"":""MMM Migros"",""distance_m"":95},{""name"":""Çağdaş - Gölbaşı 1 Şubesi"",""distance_m"":292}],""Marketler"":[{""name"":""11270 Nolu Otobüs Durağı"",""distance_m"":83},{""name"":""11273 Nolu Otobüs Durağı"",""distance_m"":102},{""name"":""12866 Nolu Otobüs Durağı"",""distance_m"":132},{""name"":""100. Yıl Cumhuriyet Anaokulu"",""distance_m"":519},{""name"":""Gölbaşı Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":529},{""name"":""Necip Fazıl Kısakürek Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":639},{""name"":""MMM Migros"",""distance_m"":95},{""name"":""Çağdaş - Gölbaşı 1 Şubesi"",""distance_m"":292}]}",ADSL|Wi-Fi|Hilton Banyo|Alaturka Tuvalet|Seramik Zemin|Çelik Kapı|Vestiyer|Duvar Kağıdı|Kartonpiyer|PVC Doğrama|Isı Yalıtımı|Jeneratör|Isıcam|Su Deposu|Anayol|Dolmuş,16.0,27.0,15.479 - Normal,%31 Üniversite ve Üstü,34,%51 Evli,C,,
,75 m²,Gölbaşı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat İrtifakı,Konut,golbasi,Var,https://www.emlakjet.com/ilan/karsiyakada-bagimsiz-mutfak-satilik-21-yeni-daire-18986302,1,ankara_10-15_ilce_12sayfa.csv,18986302.0,Yerden Isıtma,Karşıyakada Bağımsız Mutfak Satılık 2+1 Yeni Daire,Mülk Sahibi Oturuyor,4.0,4.000.000 TL,10 Şubat 2026,2+1,Hayır,Düz Giriş (Zemin),OK,Ankara - Gölbaşı - Karşıyaka Mahallesi,Krediye Uygun,85 m²,Ankara,Gölbaşı,Karşıyaka Mahallesi,84.0,84.0,84.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":97},{""name"":""11173 Nolu Otobüs Durağı"",""distance_m"":184},{""name"":""11171 Nolu Otobüs Durağı"",""distance_m"":201},{""name"":""Zehra Gökçe Anaokulu"",""distance_m"":308},{""name"":""Şahin Sevin İlkokulu"",""distance_m"":341},{""name"":""Baldudak Ortaokulu"",""distance_m"":400},{""name"":""Tarım Kredi Kooperatif Market - Ankara - Gölbaşı Haymanayolu Şubesi"",""distance_m"":84},{""name"":""A - 101"",""distance_m"":89}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":97},{""name"":""11173 Nolu Otobüs Durağı"",""distance_m"":184},{""name"":""11171 Nolu Otobüs Durağı"",""distance_m"":201},{""name"":""Zehra Gökçe Anaokulu"",""distance_m"":308},{""name"":""Şahin Sevin İlkokulu"",""distance_m"":341},{""name"":""Baldudak Ortaokulu"",""distance_m"":400},{""name"":""Tarım Kredi Kooperatif Market - Ankara - Gölbaşı Haymanayolu Şubesi"",""distance_m"":84},{""name"":""A - 101"",""distance_m"":89}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":97},{""name"":""11173 Nolu Otobüs Durağı"",""distance_m"":184},{""name"":""11171 Nolu Otobüs Durağı"",""distance_m"":201},{""name"":""Zehra Gökçe Anaokulu"",""distance_m"":308},{""name"":""Şahin Sevin İlkokulu"",""distance_m"":341},{""name"":""Baldudak Ortaokulu"",""distance_m"":400},{""name"":""Tarım Kredi Kooperatif Market - Ankara - Gölbaşı Haymanayolu Şubesi"",""distance_m"":84},{""name"":""A - 101"",""distance_m"":89}]}",ADSL|Wi-Fi|Alaturka Tuvalet|Çelik Kapı|Vestiyer|Kartonpiyer|Isı Yalıtımı|Kamera Sistemi|Alüminyum Doğrama|Isıcam|Anayol|Dolmuş,12.0,27.0,15.479 - Normal,%31 Üniversite ve Üstü,34,%51 Evli,C,,
,125 m²,Gölbaşı,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/safak-mahallesi-kentgros-market-yakini-31-daire-18985852,1,ankara_10-15_ilce_12sayfa.csv,18985852.0,Kombi Doğalgaz,Şafak Mahallesi Kentgros Market Yakını 3+1 Daire,Mülk Sahibi Oturuyor,2.0,3.450.000 TL,10 Şubat 2026,3+1,Hayır,Yüksek Giriş,OK,Ankara - Gölbaşı - Şafak Mahallesi,Krediye Uygun,135 m²,Ankara,Gölbaşı,Şafak Mahallesi,68.0,68.0,68.0,"{""Ulaşım"":[{""name"":""14171 Nolu Otobüs Durağı"",""distance_m"":68},{""name"":""14170 Nolu Otobüs Durağı"",""distance_m"":98},{""name"":""Seymenler Taksi"",""distance_m"":308},{""name"":""Cemil Yıldırım Ortaokulu"",""distance_m"":185},{""name"":""Özel Gölbaşı Tunafen Koleji Ortaokulu"",""distance_m"":335},{""name"":""Özel Gölbaşı Tunafen Koleji İlkokulu"",""distance_m"":336},{""name"":""Göl Gross Marketler Zinciri"",""distance_m"":209},{""name"":""Migros Jet"",""distance_m"":338}],""Eğitim Kurumları"":[{""name"":""14171 Nolu Otobüs Durağı"",""distance_m"":68},{""name"":""14170 Nolu Otobüs Durağı"",""distance_m"":98},{""name"":""Seymenler Taksi"",""distance_m"":308},{""name"":""Cemil Yıldırım Ortaokulu"",""distance_m"":185},{""name"":""Özel Gölbaşı Tunafen Koleji Ortaokulu"",""distance_m"":335},{""name"":""Özel Gölbaşı Tunafen Koleji İlkokulu"",""distance_m"":336},{""name"":""Göl Gross Marketler Zinciri"",""distance_m"":209},{""name"":""Migros Jet"",""distance_m"":338}],""Marketler"":[{""name"":""14171 Nolu Otobüs Durağı"",""distance_m"":68},{""name"":""14170 Nolu Otobüs Durağı"",""distance_m"":98},{""name"":""Seymenler Taksi"",""distance_m"":308},{""name"":""Cemil Yıldırım Ortaokulu"",""distance_m"":185},{""name"":""Özel Gölbaşı Tunafen Koleji Ortaokulu"",""distance_m"":335},{""name"":""Özel Gölbaşı Tunafen Koleji İlkokulu"",""distance_m"":336},{""name"":""Göl Gross Marketler Zinciri"",""distance_m"":209},{""name"":""Migros Jet"",""distance_m"":338}]}",ADSL|Hilton Banyo|Alaturka Tuvalet|Seramik Zemin|Çelik Kapı|Kartonpiyer|PVC Doğrama|Isı Yalıtımı|Kamera Sistemi|Isıcam|Ses Yalıtımı|Anayol|E-5|Dolmuş,14.0,40.0,10.664 - Normal,%25 Lise,32,%48 Evli,C,74.262 TL,74262.0
,300 m²,Gölbaşı,,Genel Fiyat,Satılık,21 Ve Üzeri,Villa,Kat Mülkiyeti,Konut,golbasi,,https://www.emlakjet.com/ilan/cb-vizyon-gokhan-koral-dan-martikoy-de-guvenlikli-sitede-villa-18984034,3,ankara_10-15_ilce_12sayfa.csv,18984034.0,Kombi Doğalgaz,Cb Vizyon Gökhan Koral'dan Martıköy De Güvenlikli Sitede Villa,Boş,3.0,14.750.000 TL,09 Şubat 2026,4+1,Evet,,OK,Ankara - Gölbaşı - Hacılar Mahallesi,Krediye Uygun,330 m²,Ankara,Gölbaşı,Hacılar Mahallesi,85.0,85.0,85.0,"{""Ulaşım"":[{""name"":""11799 Nolu Otobüs Durağı"",""distance_m"":85},{""name"":""11802 Nolu Otobüs Durağı"",""distance_m"":1300},{""name"":""13967 Nolu Otobüs Durağı"",""distance_m"":1300},{""name"":""Hacı Hasan İlkokulu"",""distance_m"":2000},{""name"":""Seç Market"",""distance_m"":147}],""Eğitim Kurumları"":[{""name"":""11799 Nolu Otobüs Durağı"",""distance_m"":85},{""name"":""11802 Nolu Otobüs Durağı"",""distance_m"":1300},{""name"":""13967 Nolu Otobüs Durağı"",""distance_m"":1300},{""name"":""Hacı Hasan İlkokulu"",""distance_m"":2000},{""name"":""Seç Market"",""distance_m"":147}],""Marketler"":[{""name"":""11799 Nolu Otobüs Durağı"",""distance_m"":85},{""name"":""11802 Nolu Otobüs Durağı"",""distance_m"":1300},{""name"":""13967 Nolu Otobüs Durağı"",""distance_m"":1300},{""name"":""Hacı Hasan İlkokulu"",""distance_m"":2000},{""name"":""Seç Market"",""distance_m"":147}]}",,,34.0,4.392 - Az yoğun,%50 Üniversite ve Üstü,36,%50 Evli,A,,
,110 m²,Gölbaşı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat İrtifakı,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/yukselen-deger-incek-satilik-31-dubleks-egimsiz-cati-18976744,2,ankara_10-15_ilce_12sayfa.csv,18976744.0,Yerden Isıtma,Yükselen Değer İncek | Satılık 3+1 Dubleks | Eğimsiz Çatı,Boş,3.0,7.500.000 TL,08 Şubat 2026,3+1,Hayır,3.Kat,OK,Ankara - Gölbaşı - İncek Mahallesi,Krediye Uygun,130 m²,Ankara,Gölbaşı,İncek Mahallesi,701.0,701.0,701.0,"{""Ulaşım"":[{""name"":""10535 Nolu Otobüs Durağı"",""distance_m"":938},{""name"":""10532 Nolu Otobüs Durağı"",""distance_m"":977},{""name"":""10539 Nolu Otobüs Durağı"",""distance_m"":1000},{""name"":""Özel Fransız İncek Gündüz Bakımevi"",""distance_m"":721},{""name"":""Meraklı Kedi İlkokulu"",""distance_m"":816},{""name"":""Gölbaşı Şehit Ömer Halisdemir İlkokulu"",""distance_m"":867},{""name"":""Bim - Reyhan Caddesi Gölbaşı"",""distance_m"":701},{""name"":""CarrefourSA"",""distance_m"":770}],""Eğitim Kurumları"":[{""name"":""10535 Nolu Otobüs Durağı"",""distance_m"":938},{""name"":""10532 Nolu Otobüs Durağı"",""distance_m"":977},{""name"":""10539 Nolu Otobüs Durağı"",""distance_m"":1000},{""name"":""Özel Fransız İncek Gündüz Bakımevi"",""distance_m"":721},{""name"":""Meraklı Kedi İlkokulu"",""distance_m"":816},{""name"":""Gölbaşı Şehit Ömer Halisdemir İlkokulu"",""distance_m"":867},{""name"":""Bim - Reyhan Caddesi Gölbaşı"",""distance_m"":701},{""name"":""CarrefourSA"",""distance_m"":770}],""Marketler"":[{""name"":""10535 Nolu Otobüs Durağı"",""distance_m"":938},{""name"":""10532 Nolu Otobüs Durağı"",""distance_m"":977},{""name"":""10539 Nolu Otobüs Durağı"",""distance_m"":1000},{""name"":""Özel Fransız İncek Gündüz Bakımevi"",""distance_m"":721},{""name"":""Meraklı Kedi İlkokulu"",""distance_m"":816},{""name"":""Gölbaşı Şehit Ömer Halisdemir İlkokulu"",""distance_m"":867},{""name"":""Bim - Reyhan Caddesi Gölbaşı"",""distance_m"":701},{""name"":""CarrefourSA"",""distance_m"":770}]}",Giyinme Odası|Çamaşır Odası|Ahşap Doğrama|Isı Yalıtımı|Kamera Sistemi|Yangın Merdiveni|Su Deposu|Ses Yalıtımı|Minibüs,9.0,31.0,7.585 - Az yoğun,%44 Üniversite ve Üstü,34,%50 Evli,A,,
,180 m²,Gölbaşı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Tapu Kaydı Yok,Konut,golbasi,Yok,https://www.emlakjet.com/ilan/vela-incek-ultra-luks-gol-manzarali-sifir-proje-41-satilik-18976181,3,ankara_10-15_ilce_12sayfa.csv,18976181.0,Yerden Isıtma,Vela İncek Ultra Lüks Göl Manzaralı Sıfır Proje 4+1 Satılık,Boş,30.0,20.000.000 TL,08 Şubat 2026,4+1,Evet,1.Kat,OK,Ankara - Gölbaşı - Taşpınar Mahallesi,Krediye Uygun,210 m²,Ankara,Gölbaşı,Taşpınar Mahallesi,876.0,876.0,876.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":890},{""name"":""12999 Otobüs Durağı"",""distance_m"":902},{""name"":""Otobüs Durağı"",""distance_m"":1100},{""name"":""Taşpınar İlkokulu"",""distance_m"":1600},{""name"":""Taşpınar Ortaokulu"",""distance_m"":1600},{""name"":""Ayşe - Yakup Eskitoros Ortaokulu"",""distance_m"":1700},{""name"":""M Migros"",""distance_m"":876},{""name"":""Macrokiosk"",""distance_m"":881}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":890},{""name"":""12999 Otobüs Durağı"",""distance_m"":902},{""name"":""Otobüs Durağı"",""distance_m"":1100},{""name"":""Taşpınar İlkokulu"",""distance_m"":1600},{""name"":""Taşpınar Ortaokulu"",""distance_m"":1600},{""name"":""Ayşe - Yakup Eskitoros Ortaokulu"",""distance_m"":1700},{""name"":""M Migros"",""distance_m"":876},{""name"":""Macrokiosk"",""distance_m"":881}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":890},{""name"":""12999 Otobüs Durağı"",""distance_m"":902},{""name"":""Otobüs Durağı"",""distance_m"":1100},{""name"":""Taşpınar İlkokulu"",""distance_m"":1600},{""name"":""Taşpınar Ortaokulu"",""distance_m"":1600},{""name"":""Ayşe - Yakup Eskitoros Ortaokulu"",""distance_m"":1700},{""name"":""M Migros"",""distance_m"":876},{""name"":""Macrokiosk"",""distance_m"":881}]}",,,34.0,5.037 - Az yoğun,%54 Üniversite ve Üstü,33,%52 Evli,A,,
